Marital_status,Course,Previous_qualification,Nacionality,Mothers_occupation,Fathers_occupation,Daytime_evening_attendance,Gender,Debtor,Tuition_fees_up_to_date,Scholarship_holder,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Application_order,Enrolled,Status
Single,Nursing,Secondary education,Portuguese,Administrative staff,Installation and Machine Operators and Assembly Workers,Daytime,Female,No,Yes,No,7,7,17.125,8,8,17.5875,1,False,Graduate
Single,Nursing,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,No,7,6,12.666666666666666,7,6,12.666666666666666,5,False,Graduate
Single,Journalism and Communication,Secondary education,Portuguese,Administrative staff,Administrative staff,Daytime,Female,No,Yes,Yes,6,6,12.666666666666666,6,5,12.0,6,False,Graduate
Single,Management,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Daytime,Female,Yes,No,No,5,0,0.0,5,0,0.0,1,True,Dropout
Single,Social Service,Secondary education,Portuguese,Unskilled Workers,Armed Forces Professions,Daytime,Female,No,Yes,Yes,6,6,11.333333333333334,6,6,11.5,3,False,Graduate
Single,Nursing,Secondary education,Portuguese,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Female,No,Yes,Yes,7,7,13.605,8,8,12.33125,3,False,Graduate
Single,Basic Education,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Daytime,Female,No,Yes,Yes,6,5,12.0,6,5,10.8,5,False,Graduate
Single,Tourism,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,No,5,0,0.0,5,0,0.0,4,False,Dropout
Single,Tourism,Secondary education,Portuguese,Unskilled Workers,Armed Forces Professions,Daytime,Female,No,Yes,No,6,5,11.2,6,3,11.666666666666666,1,False,Dropout
Single,Management,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,Armed Forces Professions,Daytime,Female,No,Yes,No,5,5,13.375,5,5,14.166666666666666,1,False,Graduate
Single,Nursing,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,Yes,7,6,13.863333333333337,8,7,14.178571428571429,1,False,Graduate
Single,Animation and Multimedia Design ,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,Daytime,Female,No,Yes,No,0,0,0.0,0,0,0.0,1,True,Graduate
Single,Veterinary Nursing,Secondary education,Portuguese,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Female,No,Yes,No,5,5,12.4,5,5,13.4,1,False,Graduate
Single,Basic Education,Secondary education,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Daytime,Female,No,Yes,No,6,3,12.333333333333334,6,5,10.833333333333334,1,True,Dropout
Single,Basic Education,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,No,6,6,13.333333333333334,6,5,11.8,1,False,Graduate
Single,Basic Education,Secondary education,Portuguese,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",Daytime,Female,No,Yes,No,6,3,12.666666666666666,6,3,10.0,1,False,Dropout
Single,Basic Education,Secondary education,Portuguese,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Daytime,Female,No,Yes,No,6,6,12.0,6,4,11.5,1,False,Dropout
Single,Management,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,Yes,5,5,10.6,5,5,11.8,1,False,Graduate
Single,Social Service,Secondary education,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,Daytime,Female,No,Yes,Yes,6,6,12.25,6,6,11.857142857142858,2,False,Graduate
Single,Social Service,Secondary education,Portuguese,Unskilled Workers,Armed Forces Professions,Daytime,Female,No,Yes,No,6,4,11.0,6,6,11.833333333333334,3,False,Graduate
Single,Social Service (evening attendance),Secondary education,Portuguese,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Installation and Machine Operators and Assembly Workers,Evening,Female,No,Yes,Yes,6,5,11.0,6,5,12.6,1,False,Graduate
Single,Advertising and Marketing Management,Secondary education,Portuguese,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Daytime,Female,No,Yes,No,6,6,13.166666666666666,6,6,13.0,1,False,Dropout
Single,Nursing,Secondary education,Portuguese,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Female,No,Yes,Yes,7,7,12.855555555555554,8,7,12.761111111111113,1,False,Graduate
Single,Nursing,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,No,7,7,14.91875,8,8,15.355,2,False,Graduate
Single,Basic Education,Secondary education,Portuguese,Administrative staff,Administrative staff,Daytime,Female,No,Yes,No,6,4,11.5,6,3,11.0,5,False,Dropout
Single,Advertising and Marketing Management,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,Daytime,Female,No,Yes,No,5,5,14.2,5,5,14.2,2,False,Graduate
Single,Journalism and Communication,Secondary education,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",Daytime,Female,No,Yes,Yes,6,6,12.5,6,6,13.0,1,False,Graduate
Widower,Agronomy,Secondary education,Portuguese,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Daytime,Female,Yes,Yes,No,1,0,0.0,6,0,0.0,1,True,Dropout
Single,Social Service,Secondary education,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen",Installation and Machine Operators and Assembly Workers,Daytime,Female,No,Yes,No,6,5,11.666666666666666,6,4,11.0,3,False,Graduate
Single,Nursing,Higher education : degree,Portuguese,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Daytime,Female,No,Yes,No,8,7,14.257142857142856,8,7,14.257142857142856,1,False,Graduate
Single,Social Service,Secondary education,Portuguese,Administrative staff,Installation and Machine Operators and Assembly Workers,Daytime,Female,No,Yes,No,6,3,12.0,6,2,11.333333333333334,1,False,Dropout
Single,Veterinary Nursing,Secondary education,Portuguese,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Female,No,Yes,No,5,4,11.25,5,4,10.5,1,True,Graduate
Single,Oral Hygiene,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Armed Forces Professions,Daytime,Female,No,Yes,No,7,7,12.457142857142856,8,8,13.5625,2,False,Graduate
Single,Nursing,Secondary education,Portuguese,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",Daytime,Female,No,Yes,No,7,6,11.683333333333332,7,6,11.683333333333332,1,False,Graduate
Single,Social Service (evening attendance),Secondary education,Portuguese,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Evening,Female,No,Yes,No,6,3,11.666666666666666,6,5,12.0,1,False,Graduate
Single,Tourism,Secondary education,Portuguese,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Daytime,Female,Yes,No,No,6,4,11.75,6,6,13.166666666666666,2,False,Dropout
Single,Advertising and Marketing Management,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,Yes,5,3,11.666666666666666,5,4,13.5,1,True,Graduate
Single,Basic Education,Secondary education,Portuguese,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",Daytime,Female,No,Yes,No,6,5,13.2,6,5,12.0,1,False,Graduate
Single,Nursing,Secondary education,Portuguese,Other Situation,Other Situation,Daytime,Female,No,Yes,No,7,4,11.95,7,4,11.95,2,False,Dropout
Single,Basic Education,Secondary education,Portuguese,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",Daytime,Female,No,Yes,No,6,5,12.4,6,5,10.4,5,False,Dropout
Single,Nursing,Higher education : degree,Portuguese,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",Daytime,Female,No,Yes,No,7,6,14.35,8,6,14.583333333333334,1,False,Dropout
Single,Basic Education,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Daytime,Female,No,Yes,No,21,21,12.61904761904762,19,19,12.789473684210526,1,False,Graduate
Single,Management (evening attendance),Technological specialization course,Portuguese,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Evening,Female,No,Yes,Yes,6,6,12.666666666666666,6,6,13.166666666666666,1,True,Graduate
Single,Journalism and Communication,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,Intermediate Level Technicians and Professions,Administrative staff,Daytime,Female,Yes,No,No,6,5,12.0,6,0,0.0,1,False,Dropout
Single,Communication Design,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Daytime,Female,No,No,No,6,6,12.166666666666666,6,0,0.0,3,False,Dropout
Single,Tourism,Secondary education,Portuguese,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Daytime,Female,No,Yes,No,6,0,0.0,6,0,0.0,2,False,Dropout
Single,Management,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",Daytime,Female,Yes,No,No,5,3,10.0,5,3,10.571428571428571,2,False,Dropout
Single,Social Service,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,Daytime,Female,Yes,No,No,10,8,11.5,6,4,10.0,1,True,Dropout
Single,Nursing,Secondary education,Portuguese,Unskilled Workers,Administrative staff,Daytime,Female,No,Yes,Yes,7,6,13.05,7,6,13.05,3,False,Graduate
Single,Veterinary Nursing,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,No,6,2,11.0,6,0,0.0,1,False,Dropout
Single,Communication Design,Secondary education,Portuguese,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Daytime,Female,No,Yes,No,6,6,11.5,6,6,12.0,4,False,Graduate
Single,Tourism,Secondary education,Portuguese,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Daytime,Female,No,Yes,Yes,6,6,12.0,6,6,12.5,1,False,Graduate
Single,Social Service (evening attendance),Secondary education,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen",Intermediate Level Technicians and Professions,Evening,Female,No,Yes,No,6,2,10.0,5,1,10.0,1,True,Dropout
Single,Management,Secondary education,Portuguese,Administrative staff,Intermediate Level Technicians and Professions,Daytime,Female,No,Yes,No,5,0,0.0,5,0,0.0,1,False,Dropout
Single,Basic Education,Secondary education,Portuguese,Administrative staff,Armed Forces Professions,Daytime,Female,No,Yes,No,6,0,0.0,6,0,0.0,1,False,Dropout
Single,Nursing,Secondary education,Portuguese,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Daytime,Female,No,Yes,No,8,7,12.242857142857144,8,7,12.242857142857144,4,False,Graduate
Single,Management (evening attendance),Higher education : degree (1st cycle),Portuguese,Intermediate Level Technicians and Professions,Administrative staff,Evening,Female,No,Yes,No,5,0,0.0,5,0,0.0,1,False,Dropout
Single,Nursing,Secondary education,Portuguese,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",Daytime,Female,No,Yes,No,8,8,12.93375,8,8,12.93375,6,False,Graduate
Single,Informatics Engineering,Higher education : degree,Portuguese,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,Daytime,Female,No,Yes,No,5,0,0.0,5,0,0.0,1,False,Dropout
Single,Basic Education,Secondary education,Portuguese,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,Daytime,Female,No,Yes,No,7,7,12.571428571428571,7,7,14.428571428571429,1,False,Graduate
Single,Nursing,Secondary education,Portuguese,"Workers in food processing, woodworking, clothing and other industries and crafts","Specialists in the physical sciences, mathematics, engineering and related techniques",Daytime,Female,No,Yes,No,3,3,11.816666666666668,3,3,11.333333333333334,1,True,Dropout
Single,Veterinary Nursing,Secondary education,Portuguese,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Female,No,Yes,No,5,4,13.75,5,4,14.333333333333334,1,False,Graduate
Single,Social Service,Secondary education,Portuguese,Administrative staff,Student,Daytime,Female,No,Yes,No,6,6,11.166666666666666,6,6,11.333333333333334,4,False,Graduate
Single,Nursing,Secondary education,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",Daytime,Female,No,Yes,No,8,7,12.324285714285711,8,7,12.324285714285711,4,False,Graduate
Single,Social Service,Technological specialization course,Portuguese,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,Daytime,Female,Yes,Yes,No,6,6,12.166666666666666,6,6,11.714285714285714,1,False,Graduate
Single,Social Service,Secondary education,Portuguese,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Daytime,Female,No,Yes,Yes,6,5,11.142857142857142,6,4,11.25,2,False,Graduate
Single,Social Service,Secondary education,Portuguese,Student,Student,Daytime,Female,No,Yes,No,6,4,11.0,6,4,10.75,1,False,Graduate
Single,Nursing,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,No,8,7,12.914285714285713,8,7,12.914285714285713,2,False,Graduate
Single,Journalism and Communication,Secondary education,Portuguese,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Administrative staff,Daytime,Female,No,Yes,Yes,6,6,13.833333333333334,6,6,14.166666666666666,4,False,Graduate
Single,Veterinary Nursing,Secondary education,Portuguese,Installation and Machine Operators and Assembly Workers,"Skilled Workers in Industry, Construction and Craftsmen",Daytime,Female,No,Yes,No,6,6,13.857142857142858,6,5,13.4,1,False,Graduate
Single,Tourism,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Portuguese,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,Daytime,Female,No,Yes,Yes,6,6,13.714285714285714,6,5,12.8,1,False,Dropout
Single,Nursing,Secondary education,Portuguese,"Skilled Workers in Industry, Construction and Craftsmen",Administrative staff,Daytime,Female,No,Yes,Yes,8,7,12.642857142857142,8,7,12.642857142857142,2,False,Graduate
Single,Nursing,Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Daytime,Female,No,Yes,Yes,7,6,12.916666666666666,7,6,12.916666666666666,1,False,Graduate
Single,Equinculture,Secondary education,Portuguese,Unskilled Workers,Specialists in Intellectual and Scientific Activities,Daytime,Female,No,Yes,Yes,6,6,15.625,6,6,15.857142857142858,1,False,Graduate
Single,Management (evening attendance),Secondary education,Portuguese,Unskilled Workers,Unskilled Workers,Evening,Female,No,Yes,Yes,5,0,0.0,5,0,0.0,1,False,Dropout
Single,Journalism and Communication,Secondary education,Portuguese,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",Daytime,Female,No,Yes,No,6,6,11.714285714285714,6,6,12.0,1,False,Graduate
Single,Oral Hygiene,Higher education : degree (1st cycle),Portuguese,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",Daytime,Female,No,Yes,No,7,6,12.125,8,8,13.3125,1,True,Graduate
